county_code,sector_desc,week_ending,county_ansi,state_ansi,CV (%),reference_period_desc,Value,state_name,end_code,freq_desc,agg_level_desc,short_desc,asd_code,class_desc,domain_desc,congr_district_code,watershed_code,util_practice_desc,state_fips_code,country_name,prodn_practice_desc,watershed_desc,region_desc,domaincat_desc,year,statisticcat_desc,zip_5,asd_desc,source_desc,commodity_desc,unit_desc,begin_code,state_alpha,country_code,location_desc,load_time,group_desc,county_name
065,ECONOMICS,,065,21,35.7,YEAR,9,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, ESTILL",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,ESTILL
071,ECONOMICS,,071,21,35.7,YEAR,7,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, FLOYD",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,FLOYD
089,ECONOMICS,,089,21,35.7,YEAR,28,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, GREENUP",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,GREENUP
095,ECONOMICS,,095,21,35.7,YEAR,6,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, HARLAN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,HARLAN
109,ECONOMICS,,109,21,35.7,YEAR,15,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, JACKSON",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,JACKSON
115,ECONOMICS,,115,21,35.7,YEAR,13,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, JOHNSON",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,JOHNSON
119,ECONOMICS,,119,21,35.7,YEAR,5,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, KNOTT",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,KNOTT
121,ECONOMICS,,121,21,35.7,YEAR,31,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, KNOX",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,KNOX
125,ECONOMICS,,125,21,35.7,YEAR,83,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, LAUREL",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,LAUREL
127,ECONOMICS,,127,21,35.7,YEAR,13,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, LAWRENCE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,LAWRENCE
129,ECONOMICS,,129,21,35.7,YEAR,6,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, LEE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,LEE
131,ECONOMICS,,131,21,35.7,YEAR,2,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, LESLIE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,LESLIE
133,ECONOMICS,,133,21,35.7,YEAR,10,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, LETCHER",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,LETCHER
135,ECONOMICS,,135,21,35.7,YEAR,26,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, LEWIS",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,LEWIS
147,ECONOMICS,,147,21,35.7,YEAR,13,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, MCCREARY",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,MCCREARY
153,ECONOMICS,,153,21,35.7,YEAR,14,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, MAGOFFIN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,MAGOFFIN
159,ECONOMICS,,159,21,35.7,YEAR,4,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, MARTIN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,MARTIN
165,ECONOMICS,,165,21,35.7,YEAR,12,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, MENIFEE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,MENIFEE
175,ECONOMICS,,175,21,35.7,YEAR,34,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, MORGAN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,MORGAN
193,ECONOMICS,,193,21,35.7,YEAR,9,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, PERRY",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,PERRY
195,ECONOMICS,,195,21,35.7,YEAR,15,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, PIKE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,PIKE
197,ECONOMICS,,197,21,35.7,YEAR,8,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, POWELL",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,POWELL
199,ECONOMICS,,199,21,35.7,YEAR,141,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, PULASKI",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,PULASKI
203,ECONOMICS,,203,21,35.7,YEAR,49,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, ROCKCASTLE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,ROCKCASTLE
205,ECONOMICS,,205,21,35.7,YEAR,13,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, ROWAN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,ROWAN
231,ECONOMICS,,231,21,35.7,YEAR,55,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, WAYNE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,WAYNE
235,ECONOMICS,,235,21,35.7,YEAR,28,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, WHITLEY",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,WHITLEY
237,ECONOMICS,,237,21,35.7,YEAR,5,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,60,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (1.0 TO 9.9 ACRES),2022,OPERATIONS,,EASTERN OR MOUNTAIN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, EASTERN OR MOUNTAIN, WOLFE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,WOLFE
007,ECONOMICS,,007,21,13.1,YEAR,114,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, BALLARD",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,BALLARD
035,ECONOMICS,,035,21,13.1,YEAR,320,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, CALLOWAY",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,CALLOWAY
039,ECONOMICS,,039,21,13.1,YEAR,103,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, CARLISLE",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,CARLISLE
075,ECONOMICS,,075,21,13.1,YEAR,55,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, FULTON",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,FULTON
083,ECONOMICS,,083,21,13.1,YEAR,482,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, GRAVES",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,GRAVES
105,ECONOMICS,,105,21,13.1,YEAR,59,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, HICKMAN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,HICKMAN
139,ECONOMICS,,139,21,13.1,YEAR,82,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, LIVINGSTON",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,LIVINGSTON
143,ECONOMICS,,143,21,13.1,YEAR,34,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, LYON",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,LYON
145,ECONOMICS,,145,21,13.1,YEAR,171,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, MCCRACKEN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,MCCRACKEN
157,ECONOMICS,,157,21,13.1,YEAR,331,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, MARSHALL",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,MARSHALL
221,ECONOMICS,,221,21,13.1,YEAR,125,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,10,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,PURCHASE,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, PURCHASE, TRIGG",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,TRIGG
033,ECONOMICS,,033,21,13.1,YEAR,134,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,20,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,MIDWESTERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, MIDWESTERN, CALDWELL",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,CALDWELL
047,ECONOMICS,,047,21,13.1,YEAR,337,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,20,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,MIDWESTERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, MIDWESTERN, CHRISTIAN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,CHRISTIAN
055,ECONOMICS,,055,21,13.1,YEAR,121,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,20,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,MIDWESTERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, MIDWESTERN, CRITTENDEN",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,CRITTENDEN
059,ECONOMICS,,059,21,13.1,YEAR,460,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,20,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,MIDWESTERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, MIDWESTERN, DAVIESS",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,DAVIESS
091,ECONOMICS,,091,21,13.1,YEAR,109,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,20,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,MIDWESTERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, MIDWESTERN, HANCOCK",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,HANCOCK
101,ECONOMICS,,101,21,13.1,YEAR,164,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,20,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,MIDWESTERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, MIDWESTERN, HENDERSON",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,HENDERSON
107,ECONOMICS,,107,21,13.1,YEAR,213,KENTUCKY,00,ANNUAL,COUNTY,FARM OPERATIONS - NUMBER OF OPERATIONS,20,ALL CLASSES,AREA OPERATED,,00000000,ALL UTILIZATION PRACTICES,21,UNITED STATES,ALL PRODUCTION PRACTICES,,,AREA OPERATED: (10.0 TO 49.9 ACRES),2022,OPERATIONS,,MIDWESTERN,CENSUS,FARM OPERATIONS,OPERATIONS,00,KY,9000,"KENTUCKY, MIDWESTERN, HOPKINS",2024-07-02 12:00:00.000,FARMS & LAND & ASSETS,HOPKINS
